id;kanji;hiragana;romaji;meaning;level;importinity;chapter
ir-a2-2-12-044;出品;しゅっぴん;shuppin;submit,  kirim;N4;1;bab-12
ir-a2-2-12-045;マイページ;マイページ;maipeeji;my page,  halaman saya (halaman pribadi pengguna);-;1;bab-12
ir-a2-2-12-046;住まい;すまい;sumai;(untuk) rumah;N4;1;bab-12
ir-a2-2-12-047;絞り込み;しぼりこみ;shiborikomi;filter pencarian (mempersempit lingkup pencarian produk);N1;1;bab-12
ir-a2-2-12-048;販売中;はんばいちゅう;hanbaichuu;dijual,  dalam masa penjualan;N2;1;bab-12
ir-a2-2-12-049;表示;ひょうじ;hyouji;tampilan;N3;1;bab-12
ir-a2-2-12-050;～順（安い順）;～じゅん（やすいじゅん）;~jun(yasuijun);urutan ~ (cth : urutan dari harga terendah ke yang tertinggi);N2;1;bab-12
ir-a2-2-12-051;価格;かかく;kakaku;harga;N1;1;bab-12
ir-a2-2-12-053;配送料;はいそうりょう;haisouryou;ongkir (ongkos kirim);N3;1;bab-12
ir-a2-2-12-054;販売状況;はんばいじょうきょう;hanbaijoukyou;status penjualan;N2;1;bab-12
ir-a2-2-12-055;指定する;していする;shiteisuru;menentukan,  menetapkan;N3;1;bab-12
ir-a2-2-12-056;取り消し;とりけし;torikeshi;batal,  pembatalan;N3;1;bab-12
ir-a2-2-12-057;完了;かんりょう;kanryou;konfirmasi;N2;1;bab-12
ir-a2-2-12-058;購入（する）;こうにゅう（する）;kounyuu(suru);membeli;N1;1;bab-12
ir-a2-2-12-060;汚れ;よごれ;yogore;bercak,  noda;N2;1;bab-12
ir-a2-2-12-061;～込み（送料込み）;～こみ（そうりょうこみ）;~komi(souryoukomi);termasuk ~ (cth : termasuk ongkos kirim);N3;1;bab-12
ir-a2-2-12-062;～合（5.5合）;～ごう（ごてんごごう）;~gou(gotengogou);~ go (satuan volume nasi di Jepang, sekitar 180 ml) (cth : 5,5 go = 990ml);N3;1;bab-12
ir-a2-2-12-063;出品する;しゅっぴんする;shuppinsuru;melakukan submit barang untuk dijual;N4;1;bab-12
ir-a2-2-12-064;問題なく;もんだいなく;mondainaku;tanpa masalah;N4;1;bab-12
ir-a2-2-12-065;炊ける（ご飯が炊ける）;たける（ごはんがたける）;takeru(gohangatakeru);menanak,  memasak (cth : menanak nasi);N1;1;bab-12
ir-a2-2-12-066;詳細;しょうさい;shousai;detail,  rincian;N1;1;bab-12
ir-a2-2-12-068;幅;はば;haba;lebar;N2;1;bab-12
ir-a2-2-12-069;奥行き;おくゆき;okuyuki;kedalaman;N2;1;bab-12
ir-a2-2-12-073;～つき（説明書つき）;～つき（せつめいしょつき）;~tsuki(setsumeishotsuki);dilengkapi (dengan) ~ (cth : dilengkapi (dengan) buku panduan);N3;1;bab-12
ir-a2-2-12-074;購入手続き;こうにゅうてつづき;kounyuutetsuzuki;prosedur pembelian;N1;1;bab-12
ir-a2-2-12-076;連続;れんぞく;renzoku;terus menerus,  tanpa henti;N3;1;bab-12
ir-a2-2-12-077;充電;じゅうでん;juuden;pengecesan,  isi ulang daya;N1;1;bab-12
ir-a2-2-12-078;しっかり;しっかり;shikkari;sepenuhnya,  sampai tuntas,  secara menyeluruh;-;1;bab-12
ir-a2-2-12-079;使用時間;しようじかん;shiyoujikan;waktu penggunaan;N4;1;bab-12
ir-a2-2-12-080;こんな（こんな人）;こんな（こんなひと）;konna(konnahito);ini / seperti ini (cth : orang (yang) seperti ini);N5;1;bab-12
ir-a2-2-12-081;モード（強モード）;モード（きょうモード）;moodo(kyoumoodo);mode (cth : mode kuat);N4;1;bab-12
ir-a2-2-12-082;多機能;たきのう;takinou;multifungsi;N3;1;bab-12
ir-a2-2-12-083;長持ち;ながもち;nagamochi;tahan lama,  jangka panjang;N4;1;bab-12
ir-a2-2-12-084;超軽量;ちょうけいりょう;choukeiryou;sangat ringan;N2;1;bab-12
ir-a2-2-12-085;お手入れ;お手入れ;oteire;pemeliharaan,  perawatan;N4;1;bab-12
ir-a2-2-12-086;吸引（する）;きゅういん（する）;kyuuin(suru);menghisap,  menyedot;N3;1;bab-12
ir-a2-2-12-087;吸引力;きゅういんりょく;kyuuinryoku;daya hisap,  daya sedot;N3;1;bab-12
ir-a2-2-12-088;コンパクト（な）;コンパクト（な）;konpakuto(na);terpadu,  menyatu dan praktis;-;1;bab-12
ir-a2-2-12-089;持ち運ぶ;もちこぶ;mochikobu;membawa;N4;1;bab-12
ir-a2-2-12-090;重視する;じゅうしする;juushisuru;memprioritaskan;N1;1;bab-12
ir-a2-2-12-091;すみずみ;すみずみ;sumizumi;(sampai) sudut ke sudut (ruangan);-;1;bab-12
ir-a2-2-12-092;税別;ぜいべつ;zeibetsu;harga belum termasuk pajak;N2;1;bab-12
ir-a2-2-12-093;広告の品;こうこくのしな;koukokunoshina;barang yang diiklankan;N3;1;bab-12
ir-a2-2-12-094;特別価格;とくべつかかく;tokubetsukakaku;harga spesial;N1;1;bab-12
ir-a2-2-12-095;コードレス;コードレス;koodoresu;tanpa kabel,  cordless;-;1;bab-12
ir-a2-2-12-096;希望小売価格;きぼうこうりかく;kiboukourikaku;harga eceran resmi,  harga retail yang disarankan;N1;1;bab-12
ir-a2-2-12-098;動かす;うごかす;ugokasu;memindahkan,  menggerakkan;N4;1;bab-12
ir-a2-2-12-099;持つ;もつ;motsu;membawa;N4;1;bab-12
ir-a2-2-12-100;比べる;くらべる;kuraberu;membandingkan;N2;1;bab-12
ir-a2-2-12-101;パワフル（な）;パワフル（な）;pawafuru(na);powerful,  kuat;-;1;bab-12
ir-a2-2-12-102;機能;きのう;kinou;fitur,  fungsi;N3;1;bab-12
ir-a2-2-12-103;つく（機能がつく）;つく（きのうがつく）;tsuku(kinougatsuku);memiliki,  menyertakan,  termasuk (cth : fungsi yang disertakan / memiliki fungsi);N3;1;bab-12
ir-a2-2-12-104;カーペット;カーペット;kaapetto;karpet;-;1;bab-12
ir-a2-2-12-105;畳;たたみ;tatami;tatami;N2;1;bab-12
ir-a2-2-12-106;エコモード;エコモード;ekomoodo;eco mode,  mode hemat daya;-;1;bab-12
ir-a2-2-12-108;～に合わせて;～にあわせて;~niawasete;menyesuaikan ~ (cth: menyesuaikan dengan ruangan);N3;1;bab-12
ir-a2-2-12-109;複雑（な）;ふくざつ（な）;fukuzatsu(na);rumit;N2;1;bab-12
ir-a2-2-12-111;予算オーバー;よさんオーバー;yosanoobaa;melebihi anggaran;N2;1;bab-12
ir-a2-2-12-112;シンプル（な）;シンプル（な）;shinpuru(na);simpel,  sederhana;-;1;bab-12
ir-a2-2-12-113;消費税;しょうひぜい;shouhizei;pajak konsumen,  pajak konsumsi;N2;1;bab-12
ir-a2-2-12-114;～抜き（消費税抜き）;～ぬき（しょうひぜいぬき）;~nuki(shouhizeinuki);tanpa ~ (cth : tanpa pajak konsumsi);N2;1;bab-12
ir-a2-2-12-115;～引き（2000円引き）;～びき（にせんえんびき）;~biki(nisen'enbiki);diskon ~ (cth : diskon sebesar 2.000 yen);N3;1;bab-12
ir-a2-2-12-116;配送;はいそう;haisou;pengiriman;N3;1;bab-12
ir-a2-2-12-117;合わせて;あわせて;awasete;digabungkan;N3;1;bab-12
ir-a2-2-12-118;ポイント;ポイント;pointo;poin;-;1;bab-12
ir-a2-2-12-119;貯まる;たまる;tamaru;terakumulasi,  terkumpul;N2;1;bab-12
ir-a2-2-12-120;変わる;かわる;kawaru;berubah;N3;1;bab-12
ir-a2-2-12-121;安くなりますか？;やすくなりますか？;yasukunarimasuka？;Bisakah Anda menurunkan harganya?;N4;1;bab-12
ir-a2-2-12-122;おいくらぐらいでお探しですか？;おいくらぐらいでおさがしですか？;oikuraguraideosagashidesuka？;Berapakah anggaran Anda? (ungkapan bentuk sopan);N3;1;bab-12
ir-a2-2-12-123;どちらにお住まいですか？;どちらにおすまいですか？;dochiraniosumaidesuka？;Di manakah Anda tinggal? (ungkapan bentuk sopan);N4;1;bab-12
ir-a2-2-12-124;ご利用になりますか？;ごりようになりますか？;goriyouninarimasuka？;Apakah Anda akan menggunakan ~? (ungkapan bentuk sopan);N3;1;bab-12
ir-a2-2-13-001;公共;こうきょう;koukyou;publik;N3;1;bab-13
ir-a2-2-13-002;施設;しせつ;shisetsu;fasilitas;N1;1;bab-13
ir-a2-2-13-005;民俗資料館;みんぞくしりょうかん;minzokushiryoukan;museum rakyat;N1;1;bab-13
ir-a2-2-13-007;スポーツジム;スポーツジム;supootsujimu;pusat kebugaran;-;1;bab-13
ir-a2-2-13-008;お風呂;おふろ;ofuro;ruang berendam;N1;1;bab-13
ir-a2-2-13-009;入浴施設;にゅうよくしせつ;nyuuyokushisetsu;ruang mandi;N1;1;bab-13
ir-a2-2-13-010;インフォメーションコーナー;インフォメーションコーナー;infomeeshonkoonaa;pojok / ruang layanan informasi;-;1;bab-13
ir-a2-2-13-011;プラネタリウム;プラネタリウム;puranetariumu;planetarium;-;1;bab-13
ir-a2-2-13-012;物産コーナー;ぶっさんコーナー;bussankoonaa;pojok atau ruang berbagai produk / barang jadi;N3;1;bab-13
ir-a2-2-13-013;市内;しない;shinai;dalam kota;N3;1;bab-13
ir-a2-2-13-015;外国語;がいこくご;gaikokugo;bahasa asing;N5;1;bab-13
ir-a2-2-13-016;CD;シーディー;shiidii;CD;-;1;bab-13
ir-a2-2-13-019;文化施設;ぶんかしせつ;bunkashisetsu;pusat kebudayaan;N1;1;bab-13
ir-a2-2-13-020;立てる;たてる;tateru;mendirikan;N4;1;bab-13
ir-a2-2-13-021;メイン;メイン;mein;utama;-;1;bab-13
ir-a2-2-13-022;PC;ピーシー;piishii;personal computer;-;1;bab-13
ir-a2-2-13-024;展示する;てんじする;tenjisuru;memamerkan;N1;1;bab-13
ir-a2-2-13-026;利用（する）;りよう（する）;riyou(suru);menggunakan;N3;1;bab-13
ir-a2-2-13-027;室内用;しつないよう;shitsunaiyou;untuk (penggunaan) dalam ruangan;N3;1;bab-13
ir-a2-2-13-028;オリエンテーション;オリエンテーション;orienteeshon;orientasi,  pengenalan;-;1;bab-13
ir-a2-2-13-029;延長料金;えんちょうりょうきん;enchouryoukin;biaya perpanjangan;N2;1;bab-13
ir-a2-2-13-030;～につき（30分につき）;～につき（さんじゅっぷんにつき）;~nitsuki(sanjuppunnitsuki);untuk setiap ~ (cth : untuk setiap 30 menit);N1;1;bab-13
ir-a2-2-13-031;かかる;かかる;kakaru;(dikenakan) biaya,  biayanya;-;1;bab-13
ir-a2-2-13-032;下りる;おりる;oriru;turun;N5;1;bab-13
ir-a2-2-13-033;シューズ;シューズ;shuuzu;sepatu;-;1;bab-13
ir-a2-2-13-034;マシン;マシン;mashin;mesin;-;1;bab-13
ir-a2-2-13-035;トレーナー;トレーナー;toreenaa;pelatih,  trainer;-;1;bab-13
ir-a2-2-13-036;～ほど（30分ほど）;～ほど（さんじゅっぷんほど）;~hodo(sanjuppunhodo);sekitar ~ (cth : sekitar 30 menit);N1;1;bab-13
ir-a2-2-13-037;受ける;うける;ukeru;menerima;N3;1;bab-13
ir-a2-2-13-038;声をかける;こえをかける;koewokakeru;menyapa,  berbicara kepada;N3;1;bab-13
ir-a2-2-13-039;ご了承ください;ごりょうしょうください;goryoushoukudasai;Mohon dicatat,  Mohon dipahami (ungkapan bentuk sopan);N2;1;bab-13
ir-a2-2-13-040;受けていただきます;うけていただきます;uketeitadakimasu;Kami mohon Anda untuk bersedia mengikuti ~ (ungkapan bentuk sopan);N3;1;bab-13
ir-a2-2-13-042;さまざまな;さまざまな;samazamana;berbagai macam;-;1;bab-13
ir-a2-2-13-045;～を中心に;～をちゅうしんに;~wochuushinni;utamanya;N4;1;bab-13
ir-a2-2-13-046;セット券;セットけん;settoken;tiket terusan;N2;1;bab-13
ir-a2-2-13-047;フラッシュ;フラッシュ;furasshu;lampu kilat,  blitz;-;1;bab-13
ir-a2-2-13-048;券売機;けんばいき;kenbaiki;mesin penjualan tiket;N2;1;bab-13
ir-a2-2-13-049;休憩室;きゅうけいしつ;kyuukeishitsu;lounge,  ruang santai;N1;1;bab-13
ir-a2-2-13-050;ついている（タオルがついている）;ついている（タオルがついている）;tsuiteiru(taorugatsuiteiru);disertai dengan ~,  termasuk ~ (cth : termasuk handuk);-;1;bab-13
ir-a2-2-13-051;IT;アイティー;aiteii;IT,  teknologi informasi;-;1;bab-13
ir-a2-2-13-052;利用者カード;りようしゃカード;riyoushakaado;kartu pengguna;N3;1;bab-13
ir-a2-2-13-053;プリントアウト;プリントアウト;purintoauto;print-out,  hasil cetak;-;1;bab-13
ir-a2-2-13-055;プリンター;プリンター;purintaa;printer,  mesin cetak;-;1;bab-13
ir-a2-2-13-056;空いている;あいている;aiteiru;kosong;N4;1;bab-13
ir-a2-2-13-057;確認する;かくにんする;kakuninsuru;mengecek,  memastikan;N3;1;bab-13
ir-a2-2-13-058;在留カード;ざいりゅうカード;zairyuukaado;kartu izin tinggal;N3;1;bab-13
ir-a2-2-13-059;何冊;なんさつ;nansatsu;berapa banyak (jilid) buku;N2;1;bab-13
ir-a2-2-13-060;～冊（10冊）;～さつ（じゅっさつ）;~satsu(jussatsu);~ jilid (buku) (cth : 10 jilid buku);N2;1;bab-13
ir-a2-2-13-061;合わせて;あわせて;awasete;secara keseluruhan,  total;N3;1;bab-13
ir-a2-2-13-062;～点（3点）;～てん（さんてん）;~ten(santen);~ item,  ~ buah (barang) (cth : 3 buah barang);N3;1;bab-13
ir-a2-2-13-063;飲食禁止;いんしょくきんし;inshokukinshi;larangan makan dan minum;N2;1;bab-13
ir-a2-2-13-064;返す;かえす;kaesu;mengembalikan;N3;1;bab-13
ir-a2-2-13-065;閉まる;しまる;shimaru;tutup;N3;1;bab-13
ir-a2-2-13-066;返却ポスト;へんきゃくポスト;henkyakuposuto;kotak pengembalian;N1;1;bab-13
ir-a2-2-13-067;開く;あく;aku;buka;N4;1;bab-13
ir-a2-2-13-068;返却;へんきゃく;henkyaku;pengembalian;N1;1;bab-13
ir-a2-2-13-069;お読みください;およみください;oyomikudasai;Silakan baca. (ungkapan bentuk sopan);N5;1;bab-13
ir-a2-2-13-070;延ばす;のばす;nobasu;memperpanjang;N2;1;bab-13
ir-a2-2-13-071;～のうち（15点のうち）;～のうち（じゅうごてんのうち）;~nouchi(juugotennouchi);dalam ~ (cth : dalam 15 buah barang);N3;1;bab-13
ir-a2-2-13-072;カセットテープ;カセットテープ;kasettoteepu;kaset;-;1;bab-13
ir-a2-2-13-073;～禁止（撮影禁止）;～きんし（さつえいきんし）;~kinshi(satsueikinshi);larangan (untuk) ~ (cth : larangan (untuk) mengambil foto);N1;1;bab-13
ir-a2-2-13-075;関係者;かんけいしゃ;kankeisha;staf / personel yang berwenang;N3;1;bab-13
ir-a2-2-13-076;～以外（関係者以外）;～以外（かんけいしゃいがい）;~igai(kankeishaigai);kecuali ~ (cth : kecuali staf / personel yang berwenang);N3;1;bab-13
ir-a2-2-13-077;預ける;あづける;azukeru;menitipkan,  menyimpan;N2;1;bab-13
ir-a2-2-13-078;お預けください;おあづけください;oazukekudasai;Silakan menyimpan ~. (ungkapan bentuk sopan);N2;1;bab-13
ir-a2-2-13-079;館内;かんない;kannai;(di) dalam gedung;N3;1;bab-13
ir-a2-2-13-080;通話;つうわ;tsuuwa;panggilan telepon;N4;1;bab-13
ir-a2-2-13-081;ご遠慮ください;ごえんりょください;goenryokudasai;Mohon (menahan diri) untuk tidak ~ . (ungkapan bentuk sopan);N1;1;bab-13
ir-a2-2-13-082;お控えください;おひかえください;ohikaekudasai;Mohon (menahan diri) untuk tidak ~ . (ungkapan bentuk sopan);N1;1;bab-13
ir-a2-2-13-083;入館;にゅうかん;nyuukan;masuk ke gedung / ruangan,  memasuki suatu tempat;N4;1;bab-13
ir-a2-2-13-084;入れ墨;いれずみ;irezumi;tato khas Jepang;N1;1;bab-13
ir-a2-2-13-085;タトゥー;タトゥー;tatouu;tato;-;1;bab-13
ir-a2-2-13-086;シール;シール;shiiru;stiker tato;-;1;bab-13
ir-a2-2-13-087;ボディペイント;ボディペイント;bodipeinto;body paint,  lukis tubuh;-;1;bab-13
ir-a2-2-13-088;お断りしています;おことわりしています;okotowarishiteimasu;Kami menolak ~ . (ungkapan bentuk sopan);N3;1;bab-13
ir-a2-2-14-003;不動産屋;ふどうさんや;fudousanya;agen real estat;N3;1;bab-14
ir-a2-2-14-005;床屋;とこや;tokoya;barbershop,  layanan pangkas rambut;N2;1;bab-14
ir-a2-2-14-007;クリーニング店;クリーニングてん;kuriininguten;layanan dry cleaning (cuci kering);N4;1;bab-14
ir-a2-2-14-008;コインランドリー;コインランドリー;koinrandorii;layanan laundry koin;-;1;bab-14
ir-a2-2-14-009;中古車店;ちゅうこしゃてん;chuukoshaten;pusat mobil bekas;N4;1;bab-14
ir-a2-2-14-010;自転車店;じてんしゃてん;jitenshaten;toko sepeda;N4;1;bab-14
ir-a2-2-14-011;携帯ショップ;けいたいショップ;keitaishoppu;pusat penjualan ponsel / handphone;N1;1;bab-14
ir-a2-2-14-012;スマホ修理店;スマホしゅうりてん;sumahoshuuriten;layanan perbaikan ponsel;N1;1;bab-14
ir-a2-2-14-013;リサイクルショップ;リサイクルショップ;risaikurushoppu;layanan recycle / daur ulang;-;1;bab-14
ir-a2-2-14-015;シミ;シミ;shimi;noda;-;1;bab-14
ir-a2-2-14-016;落ちる（汚れが落ちる）;おちる（よごれがおちる）;ochiru(yogoregaochiru);hilang (cth : kotorannya hilang);N2;1;bab-14
ir-a2-2-14-017;シミ抜き;シミぬき;shiminuki;menghilangkan noda;N3;1;bab-14
ir-a2-2-14-018;別料金;べつりょうきん;betsuryoukin;biaya tambahan;N4;1;bab-14
ir-a2-2-14-019;お渡し;おわたし;owatashi;penyerahan,  pengembalian (ungkapan bentuk sopan);N3;1;bab-14
ir-a2-2-14-021;空気入れ;くうきいれ;kuukiire;pompa (untuk) mengisi angin;N4;1;bab-14
ir-a2-2-14-022;入る（空気が入る）;はいる（くうきがはいる）;hairu(kuukigahairu);masuk (cth : angin / udaranya masuk);N4;1;bab-14
ir-a2-2-14-023;タイヤ;タイヤ;taiya;ban;-;1;bab-14
ir-a2-2-14-024;キャップ;キャップ;kyappu;penutup;-;1;bab-14
ir-a2-2-14-025;はずす;はずす;hazusu;melepas;-;1;bab-14
ir-a2-2-14-027;かぶせる;かぶせる;kabuseru;menutup;-;1;bab-14
ir-a2-2-14-028;ついでに;ついでに;tsuideni;sekalian,  sekaligus;-;1;bab-14
ir-a2-2-14-029;油を差す;あぶらをさす;aburawosasu;meminyaki,  mengolesi minyak;N2;1;bab-14
ir-a2-2-14-030;どれどれ;どれどれ;doredore;Biar saya lihat / cek.;-;1;bab-14
ir-a2-2-14-032;着払い;ちゃくばらい;chakubarai;cash on delivery (COD),  pembayaran oleh penerima paket;N3;1;bab-14
ir-a2-2-14-033;元払い;もとばらい;motobarai;pembayaran di muka,  pembayaran oleh pengirim paket;N3;1;bab-14
ir-a2-2-14-034;受け取る;うけとる;uketoru;menerima;N3;1;bab-14
ir-a2-2-14-035;伝票;でんぴょう;denpyou;slip pengiriman;N1;1;bab-14
ir-a2-2-14-036;指定;してい;shitei;tertentu;N3;1;bab-14
ir-a2-2-14-037;午前中;ごぜんちゅう;gozenchuu;pagi hari;N5;1;bab-14
ir-a2-2-14-038;最も;もっとも;mottomo;paling;N3;1;bab-14
ir-a2-2-14-039;お届け;おとどけ;otodoke;pengiriman (ungkapan bentuk sopan);N2;1;bab-14
ir-a2-2-14-040;お預かりします;おあずかりします;oazukarishimasu;Kami terima paket Anda. (ungkapan bentuk sopan);N2;1;bab-14
ir-a2-2-14-041;表示する;ひょうじする;hyoujisuru;menampilkan;N3;1;bab-14
ir-a2-2-14-046;入力する;にゅうりょくする;nyuuryokusuru;menginput;N4;1;bab-14
ir-a2-2-14-047;～桁（4桁）;～けた（よんけた）;~keta(yonketa);~ digit (cth : 4 digit);N1;1;bab-14
ir-a2-2-14-050;～円札（1万円札）;～えんさつ（いちまんえんさつ）;~ensatsu(ichiman'ensatsu);uang pecahan ~~ yen (cth : uang pecahan 10.000 yen);N2;1;bab-14
ir-a2-2-14-051;一部;いちぶ;ichibu;sebagian;N3;1;bab-14
ir-a2-2-14-052;両替（する）;りょうがえ（する）;ryougae(suru);menukar / melakukan penukaran (pecahan uang);N2;1;bab-14
ir-a2-2-14-053;利用明細 / ご利用明細;りようめいさい / ごりようめいさい;riyoumeisai / goriyoumeisai;setruk transaksi;N2;1;bab-14
ir-a2-2-14-054;紙幣;しへい;shihei;uang kertas;N1;1;bab-14
ir-a2-2-14-055;お取りください;おとりください;otorikudasai;Silakan ambil ~. (ungkapan bentuk sopan);N3;1;bab-14
ir-a2-2-14-056;ご利用ありがとうございました;ごりようありがとうございました;goriyouarigatougozaimashita;Terima kasih telah menggunakan layanan kami. (ungkapan bentuk sopan);N3;1;bab-14
ir-a2-2-14-057;ポストに入れる;ポストにいれる;posutoniireru;mengirim via pos;N5;1;bab-14
ir-a2-2-14-059;申し込む;もうしこむ;moushikomu;mendaftar;N3;1;bab-14
ir-a2-2-14-060;郵便物;ゆうびんぶつ;yuubinbutsu;paket;N2;1;bab-14
ir-a2-2-14-061;不在 / ご不在;ふざい / ごふざい;fuzai / gofuzai;tidak berada di tempat;N3;1;bab-14
ir-a2-2-14-062;窓口;まどぐち;madoguchi;loket,  konter;N3;1;bab-14
ir-a2-2-14-063;再配達;さいはいたつ;saihaitatsu;pengiriman ulang;N2;1;bab-14
ir-a2-2-14-064;自動（24時間自動受付）;じどう（にじゅうよじかんじどううけつけ）;jidou(nijuuyojikanjidouuketsuke);otomatis (cth : penerimaan otomatis 24 jam);N3;1;bab-14
ir-a2-2-14-065;連絡票;れんらくひょう;renrakuhyou;pemberitahuan;N1;1;bab-14
ir-a2-2-14-066;受取り / お受け取り;うけとり / おうけとり;uketori / ouketori;penerimaan;N3;1;bab-14
ir-a2-2-14-067;印鑑;いんかん;inkan;inkan (cap / stempel nama khas Jepang);N1;1;bab-14
ir-a2-2-14-068;免許証;めんきょしょう;menkyoshou;surat izin mengemudi;N1;1;bab-14
ir-a2-2-14-070;マイナンバーカード;マイナンバーカード;mainanbaakaado;kartu nomor individu;-;1;bab-14
ir-a2-2-14-071;当日（当日配達）;とうじつ（とうじつはいたつ）;toujitsu(toujitsuhaitatsu);hari yang sama,  hari tersebut (cth : pengiriman di hari yang sama);N3;1;bab-14
ir-a2-2-14-073;固定電話;こていでんわ;koteidenwa;telepon rumah;N2;1;bab-14
ir-a2-2-14-074;郵便番号;ゆうびんばんごう;yuubinbangou;kode pos;N2;1;bab-14
ir-a2-2-14-075;種類番号;しゅるいばんごう;shuruibangou;nomor jenis surat;N3;1;bab-14
ir-a2-2-14-077;書留;かきとめ;kakitome;surat tercatat;N3;1;bab-14
ir-a2-2-14-078;小包;こづつみ;kozutsumi;paket ukuran kecil;N2;1;bab-14
ir-a2-2-14-079;お知らせ番号;おしらせばんごう;oshirasebangou;nomor pemberitahuan;N3;1;bab-14
ir-a2-2-14-080;配達日;はいたつび;haitatsubi;tanggal pengiriman;N3;1;bab-14
ir-a2-2-14-081;保管期限;ほかんきげん;hokankigen;batas waktu penyimpanan;N1;1;bab-14
ir-a2-2-14-082;勤め先 / お勤め先;つとめさき / おつとめさき;tsutomesaki / otsutomesaki;alamat tempat kerja;N3;1;bab-14
ir-a2-2-14-084;配達希望日;はいたつきぼうび;haitatsukiboubi;tanggal pengiriman yang diminta / diinginkan;N2;1;bab-14
ir-a2-2-14-085;配達先;はいたつさき;haitatsusaki;tujuan pengiriman;N3;1;bab-14
ir-a2-2-14-086;どのように;どのように;donoyouni;bagaimana;-;1;bab-14
ir-a2-2-14-087;全体的に;ぜんたいてきに;zentaitekini;secara keseluruhan;N1;1;bab-14
ir-a2-2-14-089;まわり;まわり;mawari;sekitarnya;-;1;bab-14
ir-a2-2-14-090;バリカン;バリカン;barikan;mesin pencukur rambut (hair clippers);-;1;bab-14
ir-a2-2-14-091;ひげそり;ひげそり;higesori;cukur jenggot;-;1;bab-14
ir-a2-2-14-093;後ろのほう;うしろのほう;ushironohou;bagian belakang;N5;1;bab-14
ir-a2-2-14-094;こんな感じ;こんなかんじ;konnakanji;seperti ini;N3;1;bab-14
ir-a2-2-14-095;洗面台;せんめんだい;senmendai;wastafel,  bak cuci rambut;N3;1;bab-14
ir-a2-2-14-096;洗う;あらう;arau;membasuh,  mencuci;N3;1;bab-14
ir-a2-2-14-098;預かる;あずかる;azukaru;menerima;N2;1;bab-14
ir-a2-2-14-099;お返し;おかえし;okaeshi;kembalian (ungkapan bentuk sopan);N3;1;bab-14
ir-a2-2-14-100;なさいますか？;なさいますか？;nasaimasuka？;Apakah Anda ingin ~ ? (ungkapan bentuk sopan);-;1;bab-14
ir-a2-2-14-101;～円からお預かりします;～えんからおあずかりします;~enkaraoazukarishimasu;Saya terima sebesar ~ yen. (ungkapan bentuk sopan);N2;1;bab-14
ir-a2-2-14-102;どのような;どのような;donoyouna;bagaimana;-;1;bab-14
ir-a2-2-14-104;シャンプー台;シャンプーだい;shanpuudai;tempat mencuci rambut,  tempat sampo;N4;1;bab-14
ir-a2-2-14-105;前髪;まえがみ;maegami;poni;N3;1;bab-14
ir-a2-2-14-106;お待ちしておりました;おまちしておりました;omachishiteorimashita;Kami telah menunggu kedatangan Anda. (ungkapan bentuk sopan);N4;1;bab-14
ir-a2-2-14-107;かゆいところはございませんか？;かゆいところはございませんか？;kayuitokorohagozaimasenka？;Apakah tidak ada bagian yang gatal? (ungkapan bentuk sopan);-;1;bab-14
ir-a2-2-14-108;どうでしょうか？;どうでしょうか？;doudeshouka？;Bagaimana menurut Anda? (ungkapan bentuk sopan);-;1;bab-14
ir-a2-2-14-112;外国人;がいこくじん;gaikokujin;penduduk asing,  orang asing;N5;1;bab-14
ir-a2-2-14-113;外国語;がいこくご;gaikokugo;bahasa asing;N5;1;bab-14
ir-a2-2-14-114;～による（外国語による相談）;～による（がいこくごによるそうだん）;~niyoru(gaikokugoniyorusoudan);dengan ~ / menggunakan ~ (cth : konsultasi menggunakan bahasa asing);N3;1;bab-14
ir-a2-2-14-115;相談;そうだん;soudan;konsultasi;N3;1;bab-14
ir-a2-2-14-116;翻訳;ほんやく;honyaku;terjemahan;N1;1;bab-14
ir-a2-2-14-117;通訳;つうやく;tsuuyaku;penerjemahan lisan;N1;1;bab-14
ir-a2-2-14-118;健康診断;けんこうしんだん;kenkoushindan;pemeriksaan kesehatan;N1;1;bab-14
ir-a2-2-14-119;生活ガイドブック;せいかつガイドブック;seikatsugaidobukku;buku pedoman kehidupan;N3;1;bab-14
ir-a2-2-14-122;質問;しつもん;shitsumon;pertanyaan;N4;1;bab-14
ir-a2-2-14-124;ほかにも;ほかにも;hokanimo;ada juga / selain itu;-;1;bab-14
ir-a2-2-14-127;有料;ゆうりょう;yuuryou;berbayar;N4;1;bab-14
ir-a2-2-14-128;助かる;たすかる;tasukaru;terbantu,  tertolong;N3;1;bab-14
ir-a2-2-14-129;楽に;らくに;rakuni;dengan mudah;N4;1;bab-14
ir-a2-2-14-130;暮らす;くらす;kurasu;hidup,  tinggal;N3;1;bab-14
ir-a2-2-14-131;センター;センター;sentaa;pusat;-;1;bab-14
ir-a2-2-14-132;入門;にゅうもん;nyuumon;tingkat pemula;N2;1;bab-14
ir-a2-2-14-133;上級;じょうきゅう;joukyuu;tingkat mahir;N1;1;bab-14
ir-a2-2-14-134;個人レッスン;こじんレッスン;kojinressun;kelas privat;N2;1;bab-14
ir-a2-2-15-001;消す（電気を消す）;けす（でんきをけす）;kesu(denkiwokesu);mematikan (cth : mematikan lampu);N3;1;bab-15
ir-a2-2-15-002;忘れずに;わすれずに;wasurezuni;Jangan lupa (untuk) ～;N3;1;bab-15
