kanji;hiragana;meaning;chapter;level;wordClass;importantity
製品;せいひん;produk;Bab15;-;Unclassified;1
造ります;つくりますⅠ;Membangun / Memproduksi;Bab15;n2;Unclassified;1
知ります;しりますⅠ;mengetahui, mengenal;Bab15;n4;Unclassified;1
置きます;おきますⅠ;meletakkan, menaruh;Bab15;n3;Unclassified;1
電子辞書;でんしじしょ;kamus elektronik;Bab15;n3;Unclassified;1
独身;どくしん;bujangan, belum berkeluarga;Bab15;-;Unclassified;1
売ります;うりますⅠ;menjual;Bab15;n4;Unclassified;1
服;ふく;baju;Bab15;n4;Unclassified;1
エンジニア;エンジニア;insinyur;Bab15;-;Unclassified;2
ジャーナリスト;ジャーナリスト;wartawan;Bab15;-;Unclassified;2
スポーツ選手;スポーツせんしゅ;olahragawan;Bab15;n3;Unclassified;2
デザイナー;デザイナー;perancang busana;Bab15;-;Unclassified;2
みんなの インタビュー;みんなの インタビュー;acara televisi fiksi;Bab15;-;Unclassified;2
医者;いしゃ;dokter;Bab15;n4;Unclassified;2
運転手;うんてんしゅ;sopir;Bab15;n4;Unclassified;2
駅員;えきいん;pegawai stasiun;Bab15;n4;Unclassified;2
音楽家;おんがくか;musisi;Bab15;n4;Unclassified;2
歌手;かしゅ;penyanyi;Bab15;n4;Unclassified;2
画家;がか;pelukis;Bab15;n4;Unclassified;2
会社員;かいしゃいん;pegawai perusahaan;Bab15;n4;Unclassified;2
外交官;がいこうかん;diplomat;Bab15;n3;Unclassified;2
看護師;かんごし;perawat;Bab15;-;Unclassified;2
教師;きょうし;guru;Bab15;n3;Unclassified;2
銀行員;ぎんこういん;pegawai bank;Bab15;n4;Unclassified;2
警察官;けいさつかん;polisi;Bab15;n3;Unclassified;2
建築家;けんちくか;arsitek;Bab15;n2;Unclassified;2
研究者;けんきゅうしゃ;peneliti;Bab15;n4;Unclassified;2
公務員;こうむいん;pegawai negeri;Bab15;n3;Unclassified;2
作家;さっか;pengarang;Bab15;n4;Unclassified;2
職業;しょくぎょう;Pekerjaan;Bab15;n3;Unclassified;2
政治家;せいじか;politikus;Bab15;n3;Unclassified;2
調理師;ちょうりし;tukang masak;Bab15;n3;Unclassified;2
店員;てんいん;pegawai toko;Bab15;n4;Unclassified;2
俳優;はいゆう;aktor aktris;Bab15;-;Unclassified;2
美容師;びようし;ahli kecantikan;Bab15;n3;Unclassified;2
弁護士;べんごし;pengacara;Bab15;-;Unclassified;2
郵便局員;ゆうびんきょくいん;pegawai kantor pos;Bab15;n2;Unclassified;2
理容師;りようし;tukang potong rambut;Bab15;n3;Unclassified;2
日本橋;にっぽんばし;nama daerah perbelanjaan di Osaka;Bab15;n2;Unclassified;3
[いいえ] まだまだです。;[いいえ、] まだまだです。;[Tidak], belum memuaskan.;Bab16;-;Unclassified;1
[お]寺;[お]てら;wihara;Bab16;n2;Unclassified;1
ー番;ーばん;nomor ー;Bab16;n3;Unclassified;1
おなか＊;おなか＊;perut;Bab16;-;Unclassified;1
お引き出しですか。;おひきだしですか。;Mau menarik uang?;Bab16;n3;Unclassified;1
キャッシュカード;キャッシュカード;kartu ATM;Bab16;-;Unclassified;1
サービス;サービス;pelayanan;Bab16;-;Unclassified;1
シャワー;シャワー;*shower*;Bab16;-;Unclassified;1
ジョギング;ジョギング;joging, lari pelan-pelan (〜を します：berlari pelan-pelan);Bab16;-;Unclassified;1
すごいですね。;すごいですね。;Hebat.;Bab16;-;Unclassified;1
どうやって;どうやって;dengan cara bagaimana;Bab16;-;Unclassified;1
どの 〜;どの 〜;〜 yang mana (mengungkapkan lebih dari tiga barang);Bab16;-;Unclassified;1
どれ;どれ;mana (mengungkapkan lebih dari tiga barang);Bab16;-;Unclassified;1
ボタン;ボタン;tombol;Bab16;-;Unclassified;1
まず;まず;pertama-tama, terlebih dahulu;Bab16;-;Unclassified;1
暗い;くらい;gelap;Bab16;n3;Unclassified;1
暗証番号;あんしょうばんごう;PIN;Bab16;n3;Unclassified;1
飲みます;のみますⅠ;minum (minuman keras);Bab16;n4;Unclassified;1
押します;おしますⅠ;menekan;Bab16;n3;Unclassified;1
下ろします [お金を〜];おろしますⅠ [おかねを〜];mengeluarkan/mengambil [uang];Bab16;n5;Unclassified;1
確認;かくにん;cek (〜します：mengecek, memastikan);Bab16;n3;Unclassified;1
顔;かお＊;muka;Bab16;n3;Unclassified;1
金額;きんがく;jumlah uang;Bab16;n2;Unclassified;1
見学します;けんがくしますⅢ;mengunjungi;Bab16;n5;Unclassified;1
口;くち＊;mulut;Bab16;n4;Unclassified;1
降ります [電車を〜];おりますⅡ [でんしゃを〜];turun [kereta rel listrik];Bab16;n3;Unclassified;1
始めます;はじめますⅡ;mulai;Bab16;n4;Unclassified;1
歯;は＊;gigi;Bab16;n3;Unclassified;1
次に;つぎに;kemudian;Bab16;n3;Unclassified;1
耳;みみ＊;telinga;Bab16;n3;Unclassified;1
若い;わかい;muda;Bab16;n3;Unclassified;1
出します;だしますⅠ;mengeluarkan, menyerahkan, mengirim;Bab16;n5;Unclassified;1
出ます [大学を〜];でますⅡ [だいがくを〜];Keluar / tamat [dari universitas];Bab16;n5;Unclassified;1
乗ります [電車に〜];のりますⅠ [でんしゃに〜];naik [kereta rel listrik];Bab16;n3;Unclassified;1
乗り換えます;のりかえますⅡ;ganti, pindah;Bab16;n3;Unclassified;1
神社;じんじゃ;kuil Shinto;Bab16;n3;Unclassified;1
足;あし＊;kaki;Bab16;n4;Unclassified;1
体;からだ＊;badan;Bab16;n4;Unclassified;1
短い;みじかい;pendek;Bab16;n2;Unclassified;1
長い;ながい;panjang;Bab16;n5;Unclassified;1
電話します;でんわしますⅢ;menelepon;Bab16;n5;Unclassified;1
頭;あたま;kepala;Bab16;n3;Unclassified;1
入ります [大学に〜];はいりますⅠ [だいがくに〜];masuk [universitas];Bab16;n5;Unclassified;1
入れます;いれますⅡ;memasukkan;Bab16;n5;Unclassified;1
背;せ;punggung;Bab16;n3;Unclassified;1
髪;かみ;rambut;Bab16;n3;Unclassified;1
鼻;はな＊;hidung;Bab16;n2;Unclassified;1
明るい;あかるい;terang;Bab16;n4;Unclassified;1
目;め;mata;Bab16;n4;Unclassified;1
浴びます;あびますⅡ [シャワーを〜];mandi;Bab16;n2;Unclassified;1
緑;みどり;hijau, tumbuhan hijau;Bab16;n2;Unclassified;1
JR;ジェイアール;JR (nama perusahaan rel kereta listrik);Bab16;-;Unclassified;3
お引き出し;おひきだし;penarikan uang;Bab16;n3;Unclassified;3
お振り込み;おふりこみ;pembayaran;Bab16;-;Unclassified;3
お振り替え;おふりかえ;pengiriman;Bab16;-;Unclassified;3
お預け入れ;おあずけいれ;menambahkan saldo;Bab16;n3;Unclassified;3
バンドン;バンドン;Bandung (di Indonesia);Bab16;-;Unclassified;3
フランケン;フランケン;Franken (di Jerman);Bab16;-;Unclassified;3
ベラクルス;ベラクルス;Veracruz (di Meksiko);Bab16;-;Unclassified;3
残高照会;ざんだかしょうかい;cek saldo;Bab16;n2;Unclassified;3
雪祭り;ゆきまつり;pesta salju;Bab16;n2;Unclassified;3
大学前;だいがくまえ;halte fiksi;Bab16;n5;Unclassified;3
通帳記入;つうちょうきにゅう;pembaharuan buku catatan bank;Bab16;-;Unclassified;3
梅田;うめだ;Umeda (nama daerah di Osaka);Bab16;-;Unclassified;3
〜までに;〜までに;sampai dengan (menyatakan batas waktu);Bab17;-;Unclassified;1
[〜が] 痛いです。;[〜が] いたいです。;[〜] sakit;Bab17;n3;Unclassified;1
[お]ふろ;[お]ふろ;mandi, kamar mandi;Bab17;-;Unclassified;1
[健康]保険証;[けんこう]ほけんしょう;kartu asuransi [kesehatan];Bab17;-;Unclassified;1
２３〜;２、３〜;dua atau tiga (digunakan kata bilangan di bagian 〜);Bab17;-;Unclassified;1
２３日;２、３にち;dua atau tiga hari;Bab17;n5;Unclassified;1
お大事に。;おだいじに。;Semoga lekas sembuh. (ekspresi yang diucapkan kepada orang yang sedang sakit);Bab17;n4;Unclassified;1
かぜ;かぜ;masuk angin;Bab17;-;Unclassified;1
それから;それから;dan, kemudian;Bab17;-;Unclassified;1
ですから;ですから;oleh karena itu;Bab17;-;Unclassified;1
どう しましたか。;どう しましたか。;Kenapa?/Ada masalah apa?;Bab17;-;Unclassified;1
なくしますⅠ;なくしますⅠ;kehilangan;Bab17;-;Unclassified;1
のど;のど;kerongkongan;Bab17;-;Unclassified;1
飲みます [薬を〜];のみますⅠ [くすりを〜];minum [obat];Bab17;n3;Unclassified;1
下着;したぎ;pakaian dalam;Bab17;n4;Unclassified;1
覚えます;おぼえますⅡ;mengingat, menghafal;Bab17;n3;Unclassified;1
危ない;あぶない;berbahaya;Bab17;n3;Unclassified;1
禁煙;きんえん;dilarang merokok;Bab17;n2;Unclassified;1
残業します;ざんぎょうしますⅢ;melembur;Bab17;n3;Unclassified;1
持って 行きます;もって いきますⅠ;membawa pergi;Bab17;n4;Unclassified;1
持って 来ます;もって きますⅢ;membawa datang;Bab17;n4;Unclassified;1
出かけます;でかけますⅡ;pergi, keluar, berangkat;Bab17;n5;Unclassified;1
出張します;しゅっちょうしますⅢ;dinas;Bab17;-;Unclassified;1
上着;うわぎ;baju, jaket;Bab17;n4;Unclassified;1
心配します;しんぱいしますⅢ;mengkhawatirkan;Bab17;n3;Unclassified;1
大丈夫[な];だいじょうぶ[な];tidak apa-apa, tidak masalah;Bab17;-;Unclassified;1
大切[な];たいせつ[な];penting, bernilai, berharga;Bab17;n4;Unclassified;1
脱ぎます;ぬぎますⅠ;buka (baju, sepatu dan lain-lain);Bab17;-;Unclassified;1
入ります;はいりますⅠ [おふろに〜];mandi, masuk [ofuro];Bab17;n5;Unclassified;1
熱;ねつ;demam;Bab17;n3;Unclassified;1
病気;びょうき;sakit;Bab17;n4;Unclassified;1
払います;はらいますⅠ;membayar;Bab17;n3;Unclassified;1
返します;かえしますⅠ;mengembalikan;Bab17;n3;Unclassified;1
忘れます;わすれますⅡ;lupa;Bab17;n3;Unclassified;1
薬;くすり;obat;Bab17;n3;Unclassified;1
あご;あご;dagu;Bab17;-;Unclassified;2
あし;あし;kaki;Bab17;-;Unclassified;2
あたま;あたま;kepala;Bab17;-;Unclassified;2
インフルエンザ;インフルエンザ;flu, influenza;Bab17;-;Unclassified;2
うで;うで;lengan;Bab17;-;Unclassified;2
おなか;おなか;perut;Bab17;-;Unclassified;2
おなかが いたい;おなかが いたい;sakit perut;Bab17;-;Unclassified;2
かお;かお;muka;Bab17;-;Unclassified;2
かた;かた;bahu;Bab17;-;Unclassified;2
かみ;かみ;rambut;Bab17;-;Unclassified;2
かゆい;かゆい;gatal;Bab17;-;Unclassified;2
ぎっくり腰;ぎっくりごし;sakit pinggang;Bab17;n2;Unclassified;2
くち;くち;mulut;Bab17;-;Unclassified;2
くび;くび;leher;Bab17;-;Unclassified;2
けがを します;けがを します;terluka;Bab17;-;Unclassified;2
こし;こし;pinggang;Bab17;-;Unclassified;2
しり;しり;pantat;Bab17;-;Unclassified;2
せきが 出ます;せきが でます;batuk;Bab17;n5;Unclassified;2
せなか;せなか;punggung;Bab17;-;Unclassified;2
つめ;つめ;kuku;Bab17;-;Unclassified;2
て;て;tangan;Bab17;-;Unclassified;2
ねんざ;ねんざ;keseleo;Bab17;-;Unclassified;2
のど;のど;kerongkongan;Bab17;-;Unclassified;2
はな;はな;hidung;Bab17;-;Unclassified;2
ひざ;ひざ;lutut;Bab17;-;Unclassified;2
ほね;ほね;tulang;Bab17;-;Unclassified;2
みみ;みみ;telinga;Bab17;-;Unclassified;2
むね;むね;dada;Bab17;-;Unclassified;2
め;め;mata;Bab17;-;Unclassified;2
めまいが します;めまいが します;pening, pusing;Bab17;-;Unclassified;2
やけどを します;やけどを します;terbakar;Bab17;-;Unclassified;2
ゆび;ゆび;jari;Bab17;-;Unclassified;2
下痢を します;げりを します;diare;Bab17;-;Unclassified;2
寒気が します;さむけが します;kedinginan;Bab17;n3;Unclassified;2
血が 出ます;ちが でます;berdarah;Bab17;n2;Unclassified;2
肩が こります;かたが こります;bahu pegal;Bab17;n2;Unclassified;2
骨折;こっせつ;patah tulang;Bab17;n2;Unclassified;2
歯が 痛い;はが いたい;sakit gigi;Bab17;n3;Unclassified;2
食欲が ありません;しょくよくが ありません;tidak nafsu makan;Bab17;n3;Unclassified;2
体が だるい;からだが だるい;badan lemas;Bab17;n4;Unclassified;2
吐き気が します;はきけが します;mual, mau muntah;Bab17;-;Unclassified;2
頭が 痛い;あたまが いたい;sakit kepala;Bab17;n3;Unclassified;2
二日酔い;ふつかよい;efek sesudah minum;Bab17;-;Unclassified;2
熱が あります;ねつが あります;demam;Bab17;n3;Unclassified;2
鼻水が 出ます;はなみずが でます;pilek;Bab17;n2;Unclassified;2
便秘を します;べんぴを します;sembelit;Bab17;-;Unclassified;2
盲腸;もうちょう;usus buntu;Bab17;-;Unclassified;2
ーメートル;ーメートル;ー meter;Bab18;-;Unclassified;1
インターネット;インターネット;internet;Bab18;-;Unclassified;1
お祈り;おいのり;doa (〜を します：berdoa);Bab18;n2;Unclassified;1
ぜひ;ぜひ;benar-benar, mesti;Bab18;-;Unclassified;1
それは おもしろいですね。;それは おもしろいですね。;Itu menarik ya.;Bab18;-;Unclassified;1
できますⅡ;できますⅡ;dapat, bisa, mampu;Bab18;-;Unclassified;1
なかなか;なかなか;jarang, tidak mudah (diikuti bentuk negatif);Bab18;-;Unclassified;1
ピアノ;ピアノ;piano;Bab18;-;Unclassified;1
へえ;へえ;Betul ya?/Benar ya?/Masa! (digunakan ketika terkagum atau terkejut);Bab18;-;Unclassified;1
ほんとうですか。;ほんとうですか。;Betul?/Benar?;Bab18;-;Unclassified;1
運転します;うんてんしますⅢ;menyetir, mengendarai;Bab18;n4;Unclassified;1
歌います;うたいますⅠ;bernyanyi, menyanyi;Bab18;n4;Unclassified;1
課長;かちょう;kepala seksi;Bab18;n2;Unclassified;1
換えます;かえますⅡ;mengganti, menukar;Bab18;n3;Unclassified;1
現金;げんきん;uang tunai;Bab18;n3;Unclassified;1
捨てます;すてますⅡ;membuang;Bab18;n2;Unclassified;1
社長;しゃちょう＊;direktur utama;Bab18;n4;Unclassified;1
趣味;しゅみ;hobi, kegemaran;Bab18;-;Unclassified;1
集めます;あつめますⅡ;mengumpulkan;Bab18;n4;Unclassified;1
洗います;あらいますⅠ;mencuci;Bab18;n3;Unclassified;1
弾きます;ひきますⅠ;bermain (bermaksud untuk bermain alat musik senar dan piano);Bab18;-;Unclassified;1
動物;どうぶつ;hewan, binatang;Bab18;n4;Unclassified;1
特に;とくに;terutama, khususnya;Bab18;n4;Unclassified;1
日記;にっき;catatan harian;Bab18;n3;Unclassified;1
馬;うま;kuda;Bab18;n3;Unclassified;1
部長;ぶちょう;kepala bagian;Bab18;n3;Unclassified;1
予約します;よやくしますⅢ;memesan;Bab18;n3;Unclassified;1
ける;ける;menendang;Bab18;-;Unclassified;2
たたく;たたく;memukul;Bab18;-;Unclassified;2
はう;はう;merayap;Bab18;-;Unclassified;2
もぐる;もぐる;menyelam;Bab18;-;Unclassified;2
引く;ひく;menarik;Bab18;n3;Unclassified;2
泳ぐ;およぐ;berenang;Bab18;n3;Unclassified;2
押す;おす;mendorong;Bab18;n3;Unclassified;2
逆立ちする;さかだちする;berjungkir balik;Bab18;n2;Unclassified;2
曲げる;まげる;membengkokkan;Bab18;n3;Unclassified;2
持ち上げる;もちあげる;mengangkat;Bab18;n4;Unclassified;2
伸ばす;のばす;meluruskan;Bab18;n2;Unclassified;2
振り向く;ふりむく;menengok ke belakang;Bab18;-;Unclassified;2
振る;ふる;melambaikan;Bab18;-;Unclassified;2
走る;はしる;berlari;Bab18;n4;Unclassified;2
跳ぶ;とぶ;meloncat;Bab18;-;Unclassified;2
転ぶ;ころぶ;jatuh;Bab18;n4;Unclassified;2
登る;のぼる;memanjat;Bab18;n3;Unclassified;2
投げる;なげる;melempar;Bab18;n3;Unclassified;2
飛び込む;とびこむ;terjun;Bab18;n3;Unclassified;2
飛ぶ;とぶ;terbang;Bab18;n3;Unclassified;2
ビートルズ;ビートルズ;The Beatles;Bab18;-;Unclassified;3
故郷;ふるさと;Furusato (judul lagu. Artinya kampung halaman);Bab18;-;Unclassified;3
秋葉原;あきはばら;nama daerah di Tokyo;Bab18;n3;Unclassified;3
おかげさまで;おかげさまで;atas berkat (ucapan yang digunakan ketika menyatakan rasa terima kasih atas bantuan atau kebaikan hati dari orang);Bab19;-;Unclassified;1
お茶;おちゃ;upacara minum teh;Bab19;n4;Unclassified;1
ゴルフ;ゴルフ;golf (〜[を] します：bermain golf);Bab19;-;Unclassified;1
ダイエット;ダイエット;diet (〜を します：berdiet);Bab19;-;Unclassified;1
だんだん;だんだん;berangsur-angsuran, lama-kelamaan;Bab19;-;Unclassified;1
でも;でも;tetapi;Bab19;-;Unclassified;1
なりますⅠ;なりますⅠ;menjadi;Bab19;-;Unclassified;1
もうすぐ;もうすぐ;tidak lama lagi;Bab19;-;Unclassified;1
一度;いちど;sekali;Bab19;n4;Unclassified;1
一度も;いちども;sekali-kali, satu kali pun (diikuti bentuk negatif);Bab19;n4;Unclassified;1
乾杯;かんぱい;toast;Bab19;n2;Unclassified;1
強い;つよい;kuat;Bab19;n4;Unclassified;1
弱い;よわい＊;lemah;Bab19;n2;Unclassified;1
上ります;のぼりますⅠ;Naik / Terbit;Bab19;n3;Unclassified;1
洗濯します;せんたくしますⅢ;mencuci pakaian;Bab19;n2;Unclassified;1
掃除します;そうじしますⅢ;membersihkan;Bab19;n2;Unclassified;1
相撲;すもう;sumo (〜[を] します：bermain sumo);Bab19;-;Unclassified;1
体に いい;からだに いい;baik untuk tubuh;Bab19;n4;Unclassified;1
調子;ちょうし;kondisi;Bab19;n3;Unclassified;1
登ります;のぼりますⅠ;Mendaki / Naik;Bab19;n3;Unclassified;1
日;ひ;hari;Bab19;n5;Unclassified;1
泊まります;とまりますⅠ [ホテルに〜];menginap [di hotel];Bab19;n2;Unclassified;1
眠い;ねむい;mengantuk;Bab19;n3;Unclassified;1
無理[な];むり[な];paksa, berlebihan;Bab19;-;Unclassified;1
練習;れんしゅう;latihan (〜[を] します：berlatih);Bab19;n2;Unclassified;1
カラオケ;カラオケ;Karaoke;Bab19;-;Unclassified;2
パチンコ;パチンコ;Pacinko;Bab19;-;Unclassified;2
囲碁・将棋;いご・しょうぎ;Catur Jepang;Bab19;-;Unclassified;2
華道 (生け花);かどう;Seni Merangkai Bunga;Bab19;-;Unclassified;2
空手;からて;Karate (Olahraga Bela Diri Jepang);Bab19;n4;Unclassified;2
剣道;けんどう;Kendo (Olahraga Tradisional Jepang);Bab19;-;Unclassified;2
柔道;じゅうどう;Judo (Olahraga Tradisional Jepang);Bab19;n2;Unclassified;2
書道;しょどう;Seni Menulis Huruf Jepang;Bab19;n4;Unclassified;2
相撲;すもう;Sumo (Gulat Tradisional Jepang);Bab19;-;Unclassified;2
能;のう;Noh (Drama Topeng Tradisional Jepang);Bab19;n3;Unclassified;2
文楽;ぶんらく;Bunraku (Wayang Golek Tradisional Jepang);Bab19;n4;Unclassified;2
漫才・落語;まんざい・らくご;Lelucon, Komedi;Bab19;-;Unclassified;2
歌舞伎;かぶき;Kabuki (Drama Tradisional Jepang);Bab19;-;Unclassified;3
葛飾北斎;かつしかほくさい;nama pelukis Ukiyoe yang terkenal pada zaman Edo, pelukis (1760~1849);Bab19;-;Unclassified;3
茶道 (お茶);さどう;Upacara Minum Teh;Bab19;n4;Unclassified;3
東京スカイツリー;とうきょうスカイツリー;Tokyo Sky Tree (menara gelombang radio yang lengkap dengan pelataran puncak yang ada di Tokyo);Bab19;n4;Unclassified;3
盆踊り;ぼんおどり;Tarian Bon;Bab19;-;Unclassified;3
〜けど;〜けど;〜 tetapi (ungkapan informal dari が);Bab20;-;Unclassified;1
〜君;〜くん;Sdr. 〜 (bentuk informal untuk さん, digunakan terhadap orang yang setaraf atau di bawah si pembicara, sering digunakan untuk nama anak laki-laki);Bab20;n3;Unclassified;1
あっち＊;あっち＊;sana (ungkapan informal dari kata あちら);Bab20;-;Unclassified;1
いろいろ;いろいろ;macam-macam;Bab20;-;Unclassified;1
ううん;ううん;tidak, bukan (bentuk informal dari いいえ);Bab20;-;Unclassified;1
うん;うん;ya (bentuk informal dari はい);Bab20;-;Unclassified;1
おなかが いっぱいです;おなかが いっぱいです;sudah kenyang;Bab20;-;Unclassified;1
こっち＊;こっち＊;sini (ungkapan informal dari kata こちら);Bab20;-;Unclassified;1
ことば;ことば;kata, bahasa;Bab20;-;Unclassified;1
そっち;そっち;situ (ungkapan informal dari kata そちら);Bab20;-;Unclassified;1
どっち;どっち;mana (ungkapan informal untuk kata どちら);Bab20;-;Unclassified;1
ビザ;ビザ;VISA;Bab20;-;Unclassified;1
みんなで;みんなで;kita semua, kita sama-sama;Bab20;-;Unclassified;1
よかったら;よかったら;kalau mau, kalau suka;Bab20;-;Unclassified;1
君;きみ＊;kamu (bentuk informal untuk あなた, digunakan terhadap orang yang setaraf atau di bawah si pembicara);Bab20;n3;Unclassified;1
修理します;しゅうりしますⅢ;memperbaiki;Bab20;-;Unclassified;1
終わり;おわり;akhir;Bab20;n4;Unclassified;1
初め;はじめ;awal, mula-mula;Bab20;n3;Unclassified;1
着物;きもの;kimono (pakaian tradisional Jepang);Bab20;n4;Unclassified;1
調べます;しらべますⅡ;memeriksa, meneliti, mengecek;Bab20;n3;Unclassified;1
僕;ぼく;aku (dipakai oleh laki-laki, kata ganti informal dari わたし);Bab20;-;Unclassified;1
要ります;いりますⅠ [ビザが〜];memerlukan [VISA];Bab20;n3;Unclassified;1
〜でも 飲みませんか。;〜でも のみませんか。;Bagaimana kalau kita minum 〜, atau apa saja?;Bab21;n4;Unclassified;1
〜に ついて;〜に ついて;tentang 〜, mengenai 〜;Bab21;-;Unclassified;1
[お祭りが〜];ありますⅠ [おまつりが〜];ada, diadakan [pesta perayaan];Bab21;n2;Unclassified;1
[会社を〜];やめますⅡ [かいしゃを〜];berhenti [kerja];Bab21;n4;Unclassified;1
アニメ;アニメ;animasi;Bab21;-;Unclassified;1
うそ＊;うそ＊;bohong;Bab21;-;Unclassified;1
きっと;きっと;pasti;Bab21;-;Unclassified;1
すごい;すごい;hebat, bukan main (digunakan ketika menyatakan kejutan atau kekaguman);Bab21;-;Unclassified;1
そんなに;そんなに;tidak begitu (diikuti bentuk negatif);Bab21;-;Unclassified;1
たぶん;たぶん;mungkin, barangkali;Bab21;-;Unclassified;1
デザイン;デザイン;desain, model;Bab21;-;Unclassified;1
ニュース;ニュース;warta berita;Bab21;-;Unclassified;1
ほんとう;ほんとう;betul, benar;Bab21;-;Unclassified;1
ほんとうに;ほんとうに;betul-betul;Bab21;-;Unclassified;1
マンガ;マンガ;*manga*, komik;Bab21;-;Unclassified;1
むだ[な];むだ[な];sia-sia, tidak berguna;Bab21;-;Unclassified;1
もう 帰らないと……。;もう かえらないと……。;Saya harus pulang...;Bab21;n4;Unclassified;1
もちろん;もちろん;tentu saja;Bab21;-;Unclassified;1
意見;いけん;pendapat;Bab21;n4;Unclassified;1
気を つけます;きを つけますⅡ;berwaspada, berhati-hati;Bab21;n5;Unclassified;1
久しぶりですね。;ひさしぶりですね。;Sudah lama tidak bertemu ya.;Bab21;n2;Unclassified;1
月;つき;bulan;Bab21;n5;Unclassified;1
言います;いいますⅠ;mengatakan, berkata;Bab21;n4;Unclassified;1
交通;こうつう;lalu lintas;Bab21;n3;Unclassified;1
最近;さいきん;akhir-akhir ini;Bab21;n3;Unclassified;1
思います;おもいますⅠ;mengira, berpikir;Bab21;n4;Unclassified;1
試合;しあい;pertandingan (〜を します：bertanding);Bab21;n3;Unclassified;1
自動車;じどうしゃ;mobil;Bab21;n4;Unclassified;1
勝ちます;かちますⅠ;menang;Bab21;n3;Unclassified;1
地球;ちきゅう;bumi;Bab21;n3;Unclassified;1
天才;てんさい;genius;Bab21;n3;Unclassified;1
動きます;うごきますⅠ;pindah, bergerak;Bab21;n4;Unclassified;1
不便[な];ふべん[な];tidak praktis;Bab21;n3;Unclassified;1
負けます;まけますⅡ＊;kalah;Bab21;n3;Unclassified;1
物価;ぶっか;harga barang;Bab21;-;Unclassified;1
放送;ほうそう;siaran, pengumuman;Bab21;n3;Unclassified;1
夢;ゆめ;mimpi;Bab21;n3;Unclassified;1
役に 立ちます;やくに たちますⅠ;berguna, bermanfaat;Bab21;n3;Unclassified;1
留学します;りゅうがくしますⅢ;studi di luar negeri;Bab21;n3;Unclassified;1
話;はなし;cerita (〜を します：bercerita, berbicara);Bab21;n5;Unclassified;1
ヨーネン;ヨーネン;perusahaan fiksi;Bab21;-;Unclassified;2
院長;いんちょう;Direktur Rumah Sakit;Bab21;n4;Unclassified;2
駅;えき;Stasiun;Bab21;n4;Unclassified;2
駅長;えきちょう;Kepala Stasiun;Bab21;n4;Unclassified;2
園長;えんちょう;Kepala TK;Bab21;n3;Unclassified;2
課長;かちょう;Kepala Seksi;Bab21;n2;Unclassified;2
会社;かいしゃ;Perusahaan;Bab21;n4;Unclassified;2
会長;かいちょう;Ketua;Bab21;n4;Unclassified;2
学長;がくちょう;Rektor;Bab21;n5;Unclassified;2
看護師長;かんごしちょう;Kepala Perawat;Bab21;-;Unclassified;2
銀行;ぎんこう;Bank;Bab21;n4;Unclassified;2
警察;けいさつ;Kantor Polisi;Bab21;n3;Unclassified;2
校長;こうちょう;Kepala Sekolah;Bab21;n5;Unclassified;2
高等学校;こうとうがっこう;SMA;Bab21;n3;Unclassified;2
国;くに;negara;Bab21;n5;Unclassified;2
市;し;kota;Bab21;n3;Unclassified;2
市長;しちょう;Wali Kota;Bab21;n3;Unclassified;2
支店長;してんちょう;Kepala Kantor Cabang;Bab21;n3;Unclassified;2
社長;しゃちょう;Direktur Utama;Bab21;n4;Unclassified;2
首相（内閣総理大臣）;しゅしょう（ないかくそうりだいじん）;Perdana Menteri;Bab21;-;Unclassified;2
重役;じゅうやく;Direktur;Bab21;n3;Unclassified;2
署長;しょちょう;Kepala Kantor Polisi;Bab21;n2;Unclassified;2
小学校;しょうがっこう;SD;Bab21;n5;Unclassified;2
村;むら;desa;Bab21;n2;Unclassified;2
村長;そんちょう;Kepala Desa;Bab21;n2;Unclassified;2
大学;だいがく;Universitas;Bab21;n5;Unclassified;2
知事;ちじ;Gubernur;Bab21;n4;Unclassified;2
中学校;ちゅうがっこう;SMP;Bab21;n5;Unclassified;2
町;まち;distrik, daerah;Bab21;n4;Unclassified;2
町長;ちょうちょう;Kepala Daerah;Bab21;n4;Unclassified;2
都道府県;とどうふけん;prefektur;Bab21;n2;Unclassified;2
頭取;とうどり;Direktur Bank;Bab21;n3;Unclassified;2
病院;びょういん;Rumah Sakit;Bab21;n4;Unclassified;2
部長;ぶちょう;Kepala Bagian;Bab21;n3;Unclassified;2
部長;ぶちょう;Kepala Bagian;Bab21;n3;Unclassified;2
幼稚園;ようちえん;TK;Bab21;-;Unclassified;2
アインシュタイン;アインシュタイン;Albert Einstein (1879-1955);Bab21;-;Unclassified;3
ガガーリン;ガガーリン;Gagarin (1934-1968);Bab21;-;Unclassified;3
かぐや姫;かぐやひめ;Putri Kaguya (protagonis dari cerita dongeng Jepang "Taketori monogatari");Bab21;-;Unclassified;3
ガリレオ;ガリレオ;Galileo Galilei (1564-1642);Bab21;-;Unclassified;3
カンガルー;カンガルー;kanguru;Bab21;-;Unclassified;3
キャプテン・クック;キャプテン・クック;Captain James Cook (1728-1779);Bab21;-;Unclassified;3
キング牧師;キングぼくし;Martin Luther King, Jr. (1929-1968);Bab21;-;Unclassified;3
フランクリン;フランクリン;Benjamin Franklin (1706-1790);Bab21;-;Unclassified;3
吉野山;よしのやま;Gunung Yoshino (gunung yang ada di Nara);Bab21;-;Unclassified;3
